match_id,game_duration,game_mode
EUW1_7904379029,2313,CLASSIC
EUW1_7903391163,1529,CLASSIC
EUW1_7906277569,1544,CLASSIC
EUW1_7906249620,1778,CLASSIC
EUW1_7906150039,1639,CLASSIC
EUW1_7905467304,1490,CLASSIC
EUW1_7905433580,1027,CLASSIC
EUW1_7905386250,1933,CLASSIC
EUW1_7895198395,1792,CLASSIC
EUW1_7894663293,1825,CLASSIC
EUW1_7894369069,2142,CLASSIC
EUW1_7894059477,1798,CLASSIC
EUW1_7894023178,1164,CLASSIC
EUW1_7893496154,1688,CLASSIC
EUW1_7892915631,1986,CLASSIC
EUW1_7892409349,2012,CLASSIC
EUW1_7892392822,947,CLASSIC
EUW1_7888922127,1564,CLASSIC
EUW1_7903360179,1902,CLASSIC
EUW1_7903316081,1530,CLASSIC
EUW1_7903277414,1244,CLASSIC
EUW1_7903246933,1546,CLASSIC
EUW1_7903206156,2089,CLASSIC
EUW1_7899057382,1617,CLASSIC
EUW1_7898999653,1943,CLASSIC
EUW1_7898941187,1383,CLASSIC
EUW1_7898912497,1288,CLASSIC
EUW1_7897824759,2023,CLASSIC
EUW1_7905545123,1754,CLASSIC
EUW1_7904353215,1607,CLASSIC
EUW1_7900250284,1464,CLASSIC
EUW1_7900019932,1749,CLASSIC
EUW1_7898846468,2043,CLASSIC
EUW1_7897989416,1534,CHERRY
EUW1_7897951526,1578,CHERRY
EUW1_7896652363,1109,CLASSIC
EUW1_7895932846,989,CLASSIC
EUW1_7895801299,1508,CLASSIC
EUW1_7903673060,1394,CLASSIC
EUW1_7903347330,1733,CLASSIC
EUW1_7902137327,1679,CLASSIC
EUW1_7902104923,1507,CLASSIC
EUW1_7901266189,912,CLASSIC
EUW1_7901138865,2252,CLASSIC
EUW1_7898831359,1453,CLASSIC
EUW1_7898821220,304,CLASSIC
EUW1_7898794001,1324,CLASSIC
EUW1_7898744890,1811,CLASSIC
EUW1_7906182747,910,CLASSIC
EUW1_7905977399,2305,CLASSIC
EUW1_7905954295,1347,CLASSIC
EUW1_7905929112,1163,CLASSIC
EUW1_7905903208,932,CLASSIC
EUW1_7905854056,1789,CLASSIC
EUW1_7905778709,2005,CLASSIC
EUW1_7905713909,2073,CLASSIC
EUW1_7905658915,1728,CLASSIC
EUW1_7905602498,2151,CLASSIC
EUW1_7895659784,1293,CLASSIC
EUW1_7895636828,1002,CLASSIC
EUW1_7895589407,1662,CLASSIC
EUW1_7895426736,1938,CLASSIC
EUW1_7895414022,923,CLASSIC
EUW1_7895198078,1635,CLASSIC
EUW1_7895157471,1767,CLASSIC
EUW1_7895078773,2411,CLASSIC
EUW1_7894971972,1909,CLASSIC
EUW1_7894892257,2275,CLASSIC
EUW1_7906270342,1725,CLASSIC
EUW1_7906240039,1713,CLASSIC
EUW1_7906211811,2129,CLASSIC
EUW1_7906189981,1782,CLASSIC
EUW1_7906170346,1290,CLASSIC
EUW1_7906161822,871,CLASSIC
EUW1_7906149778,1358,CLASSIC
EUW1_7906137772,1187,CLASSIC
EUW1_7906112338,1766,CLASSIC
EUW1_7906104412,1590,CLASSIC
EUW1_7906277888,1393,CLASSIC
EUW1_7906231395,920,CLASSIC
EUW1_7906149337,1710,CLASSIC
EUW1_7905833831,1559,CLASSIC
EUW1_7905602080,2301,CLASSIC
EUW1_7905498971,2088,CLASSIC
EUW1_7905436634,2230,CLASSIC
EUW1_7906243046,2005,CLASSIC
EUW1_7906227763,1241,CLASSIC
EUW1_7906201798,1921,CLASSIC
EUW1_7906182622,1824,CLASSIC
EUW1_7906159593,1617,CLASSIC
EUW1_7906110084,1570,CLASSIC
EUW1_7906103060,1572,CLASSIC
EUW1_7905707920,1518,CLASSIC
EUW1_7905657999,1443,CLASSIC
EUW1_7905617586,1676,CLASSIC
EUW1_7906278490,1384,CLASSIC
EUW1_7906227692,914,CLASSIC
EUW1_7906210864,1224,CLASSIC
EUW1_7889485132,1662,CLASSIC
EUW1_7889458003,914,CLASSIC
EUW1_7889383650,1659,CLASSIC
EUW1_7889344743,1770,CLASSIC
EUW1_7889305139,1851,CLASSIC
EUW1_7889280069,1240,CLASSIC
EUW1_7906249208,1253,CHERRY
EUW1_7906231350,1408,CHERRY
EUW1_7906203728,1752,CLASSIC
EUW1_7906170085,2417,CLASSIC
EUW1_7906130975,1845,CLASSIC
EUW1_7906121977,1164,CLASSIC
EUW1_7905367311,2408,CLASSIC
EUW1_7905321150,1784,CLASSIC
EUW1_7905282084,1334,CLASSIC
EUW1_7906227801,2093,CLASSIC
EUW1_7906210160,1107,CLASSIC
EUW1_7906190151,1457,CLASSIC
EUW1_7905980524,1620,CLASSIC
EUW1_7905588842,2199,CLASSIC
EUW1_7905554503,1682,CLASSIC
EUW1_7905349239,2268,CLASSIC
EUW1_7905219091,1565,CLASSIC
EUW1_7905196555,1734,CLASSIC
EUW1_7905174064,1557,CLASSIC
EUW1_7906080519,1846,CLASSIC
EUW1_7906071053,911,CLASSIC
EUW1_7906052764,1027,CLASSIC
EUW1_7906038143,1119,CLASSIC
EUW1_7906020685,1525,CLASSIC
EUW1_7905680185,2044,CLASSIC
EUW1_7905553556,978,ARAM
EUW1_7906001770,484,CLASSIC
EUW1_7905961898,2077,CLASSIC
EUW1_7905922251,1906,CLASSIC
EUW1_7905876507,2283,CLASSIC
EUW1_7905838188,1131,CLASSIC
EUW1_7904896040,1375,CLASSIC
EUW1_7904861054,1472,CLASSIC
EUW1_7904817855,1513,CLASSIC
EUW1_7902878760,2321,CLASSIC
EUW1_7902825851,1650,CLASSIC
EUW1_7906074812,2379,CLASSIC
EUW1_7906062069,2115,CLASSIC
EUW1_7906055558,1835,CLASSIC
EUW1_7906041723,1827,CLASSIC
EUW1_7906028481,1318,CLASSIC
EUW1_7905924717,1434,CLASSIC
EUW1_7905888609,1547,CLASSIC
EUW1_7905853587,1078,CLASSIC
EUW1_7905719269,1454,CLASSIC
EUW1_7905671910,1657,CLASSIC
EUW1_7906173413,1804,CLASSIC
EUW1_7906127828,2192,CLASSIC
EUW1_7906112322,1678,CLASSIC
EUW1_7905970123,1737,CLASSIC
EUW1_7905944653,1340,CLASSIC
EUW1_7905904129,1769,CLASSIC
EUW1_7905879076,911,CLASSIC
EUW1_7905849724,925,CLASSIC
EUW1_7906084486,919,CLASSIC
EUW1_7906068327,1333,CLASSIC
EUW1_7906053073,1538,CLASSIC
EUW1_7906020152,1466,CLASSIC
EUW1_7905993370,1565,CLASSIC
EUW1_7905953103,1107,CLASSIC
EUW1_7905900233,1120,CLASSIC
EUW1_7905046192,983,CLASSIC
EUW1_7886051392,1634,CLASSIC
EUW1_7906241919,1339,CLASSIC
EUW1_7906061201,1678,CLASSIC
EUW1_7906049428,1616,CLASSIC
EUW1_7906037081,1290,CLASSIC
EUW1_7906014807,1690,CLASSIC
EUW1_7905959837,1606,CLASSIC
EUW1_7905912569,1677,CLASSIC
EUW1_7905640497,2037,CLASSIC
EUW1_7905412184,1806,CLASSIC
EUW1_7905383334,1099,CLASSIC
EUW1_7906243545,1391,CLASSIC
EUW1_7906201234,1807,CLASSIC
EUW1_7905567166,1442,CLASSIC
EUW1_7905527437,1768,CLASSIC
EUW1_7905397872,2444,CLASSIC
EUW1_7905356276,1931,CLASSIC
EUW1_7905329836,1554,CLASSIC
EUW1_7905322056,189,CLASSIC
EUW1_7905286842,2079,CLASSIC
EUW1_7906165523,1744,CLASSIC
EUW1_7906147237,1262,CLASSIC
EUW1_7905178970,914,CLASSIC
EUW1_7905165697,1508,CLASSIC
EUW1_7905150570,2279,CLASSIC
EUW1_7905126368,1968,CLASSIC
EUW1_7905124610,1931,CLASSIC
EUW1_7905110134,1698,CLASSIC
EUW1_7904542122,1440,CLASSIC
EUW1_7904521592,1019,CLASSIC
EUW1_7906021626,1618,CLASSIC
EUW1_7905660644,2459,CLASSIC
EUW1_7905613594,1584,CLASSIC
EUW1_7905409473,1665,CLASSIC
EUW1_7905045939,1477,CLASSIC
EUW1_7905019227,2420,CLASSIC
EUW1_7904932364,1612,CLASSIC
EUW1_7904726161,1789,CLASSIC
EUW1_7904355950,1292,CLASSIC
EUW1_7903041677,1396,CLASSIC
EUW1_7906175153,1669,CLASSIC
EUW1_7906042948,1664,CLASSIC
EUW1_7906019868,2027,CLASSIC
EUW1_7905977520,1803,CLASSIC
EUW1_7905942938,1285,CLASSIC
EUW1_7905885762,1649,CLASSIC
EUW1_7905838375,1412,CLASSIC
EUW1_7905424370,2005,CLASSIC
EUW1_7905282172,1871,CLASSIC
EUW1_7905197774,2682,CLASSIC
EUW1_7906266673,949,CLASSIC
EUW1_7906242947,1430,CLASSIC
EUW1_7906228238,731,CLASSIC
EUW1_7906202178,2058,CLASSIC
EUW1_7906184834,1662,CLASSIC
EUW1_7906165004,1716,CLASSIC
EUW1_7905006977,284,CLASSIC
EUW1_7904978820,1865,CLASSIC
EUW1_7904349393,1320,CLASSIC
EUW1_7906206862,1920,CLASSIC
EUW1_7906186069,1394,CLASSIC
EUW1_7906170576,2254,CLASSIC
EUW1_7906131863,1482,CLASSIC
EUW1_7906116282,1716,CLASSIC
EUW1_7904620936,1792,CLASSIC
EUW1_7904574614,1990,CLASSIC
EUW1_7904538542,1492,CLASSIC
EUW1_7906142349,1576,CLASSIC
EUW1_7905613235,1661,CHERRY
EUW1_7905478442,1718,CLASSIC
EUW1_7905443627,1896,CLASSIC
EUW1_7905378333,1440,CLASSIC
EUW1_7904850380,1420,CLASSIC
EUW1_7904776331,1561,CHERRY
EUW1_7904558764,1212,CLASSIC
EUW1_7905951356,1361,CLASSIC
EUW1_7905875119,2410,CLASSIC
EUW1_7905839054,1181,CLASSIC
EUW1_7905703115,309,CLASSIC
EUW1_7905650551,2074,CLASSIC
EUW1_7905587157,1990,CLASSIC
EUW1_7905352471,1477,CLASSIC
EUW1_7905319926,1665,CLASSIC
EUW1_7905289421,1649,CLASSIC
EUW1_7906138627,1832,CLASSIC
EUW1_7906103858,1601,CLASSIC
EUW1_7906099671,2065,CLASSIC
EUW1_7906095668,73,CLASSIC
EUW1_7905294817,1320,CLASSIC
EUW1_7905266307,1499,CLASSIC
EUW1_7905182503,1730,CLASSIC
EUW1_7905160141,1720,CLASSIC
EUW1_7905111465,1999,CLASSIC
EUW1_7904406242,1824,CLASSIC
EUW1_7906280716,1698,CLASSIC
EUW1_7905917642,1557,CLASSIC
EUW1_7905743702,1651,CLASSIC
EUW1_7905682913,933,CLASSIC
EUW1_7905646144,934,CLASSIC
EUW1_7905602714,1532,CLASSIC
EUW1_7905494484,1449,CLASSIC
EUW1_7905452004,1480,CLASSIC
EUW1_7905412766,1817,CLASSIC
EUW1_7905367350,1779,CLASSIC
